"","TreeID","X","Y","Radius","Error","H","h_radius","DBH","BasalA"
"1",2,12.6504354983369,4.65283687324029,0.16320578646583,0.000767565258555544,17.552,1.3,12.8508236263195,0.900693564589002
"2",7,8.81599566207479,10.4927028680106,0.061407712489874,0.0016300272143126,15.745,1.3,4.83524328145268,0.127512216180404
"3",8,7.64506446081367,11.3423133493346,0.0831920537775466,0.00217890441272458,17.742,1.3,6.55054231444402,0.234028983561056
"4",11,5.80828247308964,-2.57370248204728,0.0998111823965092,0.000923364224568397,36.67,1.3,7.85913250190113,0.336871565924021
"5",13,5.88123231007545,7.81866003963126,0.0909677411575442,0.000715920533444355,15.137,1.3,7.16279993874503,0.279821303957398
"6",15,-10.8674999422526,1.33722787071954,0.168974452247618,0.00107570319032148,32.582,1.3,13.3050483699774,0.965490598343053
"7",16,-2.91331897723668,10.6247891963445,0.114946841671515,0.00137308773522445,32.042,1.3,9.05091431321508,0.446786498182752
"8",18,-2.13745179284439,-12.7687860546116,0.325303769207049,0.000622124724236464,37.509,1.3,25.614418787363,3.57836094528783
"9",19,2.66013821148742,-7.55202729384877,0.161681240409899,0.00031061118339741,28.22,1.3,12.7307808698755,0.883944950610717
"10",21,-2.16836499682559,14.4833358967586,0.294793681065557,0.000680862473018765,30.462,1.3,23.212054447102,2.93861231840761
"11",24,-4.01861102835516,-9.46904069818466,0.268354465900479,0.000565472257208349,29.471,1.3,21.1302306450037,2.43513817334368
"12",25,3.36683284953466,0.193945122581041,0.42045890032908,0.000190672411353209,37.543,1.3,33.1069338119117,5.97796068828907
"13",27,3.77240397358811,-0.984720301948955,0.074550778030365,0.000374051208627166,40.411,1.3,5.87012826211094,0.187936145307558
"14",29,-7.7474036610743,3.20839394835123,0.337550477454766,0.000519424131919336,30.149,1.3,26.5787245947882,3.85286159032087
"15",30,3.18048903724925,-3.97151345541085,0.168973666050789,0.000497371368939546,33.224,1.3,13.3049864648391,0.965481613980375
"16",31,2.17004175892571,14.1797555308486,0.189854605995389,0.000591950540980942,32.704,1.3,14.9491516760769,1.21884429884056
"17",39,-13.4356430886605,-4.83975272734746,0.0662742754204374,0.0028931473672075,16.46,1.3,5.21843644660524,0.148523758578345
